date,vendor,amount,department,category,payment_method,invoice_no,notes
2025-01-19,AWS Cloud Services,3194.14,,,UPI,NOR-20250146,type=normal; cycle=quarterly
2025-01-14,Razorpay Fees,10621.35,Marketing,,Bank Transfer,NOR-20250851,type=normal; cycle=monthly
2025-01-03,HDFC Bank Charges,3990.02,Engineering,,UPI,NOR-20250760,type=normal; cycle=adhoc
2025-01-28,Azure Compute,236427.94,,,Bank Transfer,HSP-20250155,type=high_spend; variance_band=v2
2025-01-04,Freshworks,28356.88,Sales,Office,Credit Card,NOR-20250667,type=normal; cycle=adhoc
2025-01-31,Jio Fiber,6901.99,Operations,Other,Bank Transfer,NOR-20250417,type=normal; cycle=quarterly
2025-01-06,Datadog,8711.17,Sales,Equipment,Credit Card,NOR-20250485,type=normal; cycle=adhoc
2025-01-08,Canva Teams,13911.72,Sales,,Bank Transfer,NOR-20251247,type=normal; cycle=quarterly
2025-01-16,Employee Reimbursement - Neha Sharma,5951.36,Operations,,Reimbursement,REB-20250025,type=reimbursement; claimant=Neha Sharma
2025-01-11,AWS Cloud Services,3206.85,Operations,,Bank Transfer,NOR-20250231,type=normal; cycle=quarterly
2025-01-24,Adobe Creative Cloud,1499.51,Sales,Other,Bank Transfer,NOR-20251301,type=normal; cycle=quarterly
2025-01-02,Spectrum Tech,10589.11,Sales,,Bank Transfer,DUP-20250010,type=duplicate; pair=010; copy=1
2025-01-14,GitHub Enterprise,15202.08,HR & Admin,,UPI,NOR-20250158,type=normal; cycle=quarterly
2025-01-26,Snowflake,195453.56,Engineering,,Bank Transfer,HSP-20250080,type=high_spend; variance_band=v3
2025-01-29,Google Ads,88545.60,Marketing,,Bank Transfer,HSP-20250001,type=high_spend; variance_band=v2
2025-01-04,Adobe Creative Cloud,21467.98,Engineering,Other,Bank Transfer,NOR-20250480,type=normal; cycle=adhoc
2025-01-29,AWS Cloud Services,22759.23,Sales,Equipment,Credit Card,NOR-20251229,type=normal; cycle=adhoc
2025-01-15,Dropbox Business,27252.21,Product,,UPI,NOR-20250091,type=normal; cycle=quarterly
2025-01-20,Dropbox Business,8307.61,Product,Software,Bank Transfer,NOR-20251106,type=normal; cycle=monthly
2025-01-24,Postman,15495.82,Marketing,Vendors,UPI,NOR-20250723,type=normal; cycle=monthly
2025-01-03,AWS Cloud Services,17855.11,Operations,Equipment,Credit Card,NOR-20250033,type=normal; cycle=monthly
2025-01-03,Microsoft 365,4545.31,,,UPI,NOR-20250527,type=normal; cycle=monthly
2025-01-24,Vendor ABC Pvt Ltd,62417.65,Marketing,Software,Credit Card,DUP-20250008,type=duplicate; pair=008; copy=1
2025-01-17,Employee Reimbursement - Vikram Rao,4790.24,HR & Admin,,Reimbursement,REB-20250030,type=reimbursement; claimant=Vikram Rao
2025-01-30,Meta Ads,24828.56,Infrastructure,Equipment,Bank Transfer,HSP-20250055,type=high_spend; variance_band=v2
2025-01-20,Slack Technologies,14076.88,Product,,UPI,NOR-20251340,type=normal; cycle=quarterly
2025-01-15,Oracle Cloud,78541.73,Marketing,Software,Bank Transfer,HSP-20250066,type=high_spend; variance_band=v2
2025-01-28,AWS Cloud Services,11903.69,Marketing,Other,UPI,NOR-20250649,type=normal; cycle=monthly
2025-01-30,Jio Fiber,29276.24,HR & Admin,Software,Credit Card,NOR-20251187,type=normal; cycle=quarterly
2025-01-23,Saffron Rare Vendor 051,28544.59,,,Credit Card,RVR-20250050,type=rare_vendor; first_seen=true
2025-01-03,Office Depot,8496.04,HR & Admin,Equipment,Credit Card,NOR-20251037,type=normal; cycle=monthly
2025-01-20,Ola Corporate,14074.81,Design,,UPI,NOR-20251363,type=normal; cycle=adhoc
2025-01-10,Microsoft 365,15460.11,Design,,Bank Transfer,NOR-20250078,type=normal; cycle=adhoc
2025-01-06,Oracle Cloud,214406.49,Marketing,Marketing,Bank Transfer,HSP-20250216,type=high_spend; variance_band=v1
2025-01-04,Canva Teams,20546.89,Marketing,,Credit Card,NOR-20250476,type=normal; cycle=quarterly
2025-01-30,Cloudflare,25294.92,Marketing,,UPI,NOR-20250101,type=normal; cycle=monthly
2025-01-16,Zomato Business,17257.46,Design,Travel,Credit Card,NOR-20251265,type=normal; cycle=adhoc
2025-01-12,Swiggy Corporate,10501.58,Marketing,Office,UPI,NOR-20250300,type=normal; cycle=quarterly
2025-01-11,Quantum Office Supply,25971.32,,Other,Credit Card,DUP-20250024,type=duplicate; pair=024; copy=1
2025-01-27,Meta Ads,101188.79,Sales,Vendors,Credit Card,HSP-20250017,type=high_spend; variance_band=v1
2025-01-20,Google Ads,231937.77,Engineering,Marketing,Bank Transfer,HSP-20250139,type=high_spend; variance_band=v2
2025-01-23,Oracle Cloud,155197.07,Marketing,Marketing,Bank Transfer,HSP-20250039,type=high_spend; variance_band=v3
2025-01-09,Swiggy Corporate,10870.30,,Travel,Credit Card,NOR-20250531,type=normal; cycle=monthly
2025-01-19,Slack Technologies,17632.73,Marketing,,Bank Transfer,NOR-20250565,type=normal; cycle=monthly
2025-01-07,Airtel Broadband,17117.09,Marketing,,Bank Transfer,NOR-20250528,type=normal; cycle=adhoc
2025-01-01,Zomato Business,10243.66,,Software,UPI,NOR-20250368,type=normal; cycle=monthly
2025-01-02,Ola Corporate,3196.35,Infrastructure,,UPI,NOR-20250902,type=normal; cycle=monthly
2025-01-15,Snowflake,181596.09,Engineering,,Bank Transfer,HSP-20250220,type=high_spend; variance_band=v3
2025-01-25,Oracle Cloud,79324.89,Marketing,Marketing,Bank Transfer,HSP-20250002,type=high_spend; variance_band=v1
2025-01-14,ICICI Bank Charges,12990.95,Product,Vendors,Bank Transfer,NOR-20251418,type=normal; cycle=adhoc
2025-01-07,Google Ads,232093.16,Infrastructure,Vendors,Credit Card,HSP-20250081,type=high_spend; variance_band=v2
2025-01-28,Freshworks,2337.34,Marketing,Marketing,Bank Transfer,NOR-20250566,type=normal; cycle=quarterly
2025-01-22,AWS Cloud Services,8843.75,HR & Admin,Other,UPI,NOR-20250162,type=normal; cycle=adhoc
2025-01-15,Jio Fiber,21360.46,Infrastructure,,Credit Card,NOR-20251186,type=normal; cycle=quarterly
2025-01-12,Office Depot,1346.65,Infrastructure,Marketing,Bank Transfer,NOR-20250119,type=normal; cycle=monthly
2025-01-26,Swiggy Corporate,19193.02,Operations,,UPI,NOR-20250836,type=normal; cycle=monthly
2025-01-31,Notion Labs,13394.10,Sales,Travel,UPI,NOR-20250446,type=normal; cycle=adhoc
2025-01-16,Azure Compute,89137.99,Engineering,,Bank Transfer,HSP-20250197,type=high_spend; variance_band=v3
2025-01-26,Spectrum Tech,44872.10,Design,,Bank Transfer,DUP-20250051,type=duplicate; pair=051; copy=1
2025-01-25,HDFC Bank Charges,7891.55,Engineering,Vendors,Bank Transfer,NOR-20250734,type=normal; cycle=monthly
2025-01-14,Swiggy Corporate,27035.39,Operations,Travel,Credit Card,NOR-20250075,type=normal; cycle=adhoc
2025-01-18,Employee Reimbursement - Neha Sharma,15921.08,Marketing,,Reimbursement,REB-20250090,type=reimbursement; claimant=Neha Sharma
2025-01-31,Proxima Solutions,73957.02,Marketing,Office,Credit Card,DUP-20250030,type=duplicate; pair=030; copy=1
2025-01-26,Notion Labs,12176.34,Operations,,Credit Card,NOR-20250900,type=normal; cycle=adhoc
2025-01-24,Airtel Broadband,7521.14,Product,Marketing,UPI,NOR-20250035,type=normal; cycle=monthly
2025-01-27,Employee Reimbursement - Meera Singh,13697.06,HR & Admin,,Reimbursement,REB-20250054,type=reimbursement; claimant=Meera Singh
2025-01-18,Saffron Rare Vendor 001,25963.18,Infrastructure,Other,Bank Transfer,RVR-20250000,type=rare_vendor; first_seen=true
2025-01-19,Jio Fiber,21037.05,Marketing,,UPI,NOR-20250366,type=normal; cycle=adhoc
2025-01-03,ICICI Bank Charges,16328.66,Marketing,,Credit Card,NOR-20250541,type=normal; cycle=quarterly
2025-01-18,Google Ads,241724.07,,,Credit Card,HSP-20250205,type=high_spend; variance_band=v1
2025-01-19,Google Workspace,9249.40,HR & Admin,Vendors,UPI,NOR-20251164,type=normal; cycle=adhoc
2025-01-03,Cloudflare,29178.86,Operations,,Credit Card,NOR-20250628,type=normal; cycle=quarterly
2025-01-29,Razorpay Fees,15458.50,Product,,UPI,NOR-20250254,type=normal; cycle=adhoc
2025-01-18,ICICI Bank Charges,15476.06,Operations,Marketing,Bank Transfer,NOR-20250025,type=normal; cycle=monthly
2025-01-24,Azure Compute,179440.73,Sales,Software,Bank Transfer,HSP-20250049,type=high_spend; variance_band=v2
2025-01-01,Postman,26380.86,Product,Office,Bank Transfer,NOR-20250513,type=normal; cycle=adhoc
2025-01-06,Slack Technologies,15136.35,Infrastructure,Software,Bank Transfer,NOR-20250550,type=normal; cycle=adhoc
2025-01-22,Razorpay Fees,6295.84,Operations,Travel,Bank Transfer,NOR-20250740,type=normal; cycle=monthly
2025-01-20,HDFC Bank Charges,29032.69,Engineering,,Bank Transfer,NOR-20251323,type=normal; cycle=adhoc
2025-01-30,Meta Ads,222422.65,Marketing,,Credit Card,HSP-20250029,type=high_spend; variance_band=v1
2025-01-24,Jio Fiber,4254.99,Design,Vendors,Bank Transfer,NOR-20250079,type=normal; cycle=adhoc
2025-01-28,Canva Teams,20517.50,Design,,Bank Transfer,NOR-20250808,type=normal; cycle=quarterly
2025-01-11,Notion Labs,19646.63,Operations,Other,UPI,NOR-20251169,type=normal; cycle=monthly
2025-01-29,GitHub Enterprise,28508.66,,,UPI,NOR-20250691,type=normal; cycle=monthly
2025-01-06,Ola Corporate,4648.98,Sales,,Bank Transfer,NOR-20250605,type=normal; cycle=quarterly
2025-01-23,GitHub Enterprise,21151.63,Design,Equipment,Credit Card,NOR-20251111,type=normal; cycle=adhoc
2025-01-19,Spectrum Tech,10589.11,Sales,,Bank Transfer,DUP-20250010,type=duplicate; pair=010; copy=2
2025-01-30,Nova Rare Vendor 018,68661.62,Sales,,Bank Transfer,RVR-20250017,type=rare_vendor; first_seen=true
2025-01-13,Zoom Communications,16475.58,Engineering,Travel,Credit Card,NOR-20250561,type=normal; cycle=adhoc
2025-01-18,Microsoft 365,8174.92,Marketing,Software,Bank Transfer,NOR-20250574,type=normal; cycle=quarterly
2025-01-15,Datadog,21531.99,,,UPI,NOR-20250031,type=normal; cycle=quarterly
2025-01-22,Miro,5383.41,,Software,Bank Transfer,NOR-20250270,type=normal; cycle=quarterly
2025-01-24,Meta Ads,220080.73,Sales,,Bank Transfer,HSP-20250022,type=high_spend; variance_band=v3
2025-01-10,HDFC Bank Charges,25636.45,Infrastructure,Other,Credit Card,NOR-20250957,type=normal; cycle=monthly
2025-01-30,Dropbox Business,17665.77,Design,Other,UPI,NOR-20250780,type=normal; cycle=monthly
2025-01-11,Google Workspace,5163.37,Design,,Bank Transfer,NOR-20250332,type=normal; cycle=monthly
2025-01-28,ICICI Bank Charges,2985.34,HR & Admin,,UPI,NOR-20250532,type=normal; cycle=monthly
2025-01-14,Urban Company,3736.10,,,Credit Card,NOR-20251062,type=normal; cycle=monthly
2025-01-05,Oracle Cloud,98574.86,Sales,Vendors,Bank Transfer,HSP-20250014,type=high_spend; variance_band=v3
2025-01-26,Dropbox Business,16219.24,HR & Admin,Office,UPI,NOR-20251172,type=normal; cycle=quarterly
2025-01-05,Airtel Broadband,28983.02,,Marketing,Credit Card,NOR-20250868,type=normal; cycle=monthly
2025-01-05,Uber for Business,1823.89,Operations,Marketing,UPI,NOR-20250949,type=normal; cycle=quarterly
2025-01-08,Notion Labs,8032.65,Design,,UPI,NOR-20251095,type=normal; cycle=adhoc
2025-01-12,Razorpay Fees,6961.10,,,Bank Transfer,NOR-20250588,type=normal; cycle=adhoc
2025-01-06,Zoom Communications,2774.10,HR & Admin,,Credit Card,NOR-20250794,type=normal; cycle=monthly
2025-01-21,Ola Corporate,2881.32,Engineering,Marketing,Credit Card,NOR-20251133,type=normal; cycle=adhoc
2025-01-31,LinkedIn Recruiter,11493.08,Marketing,,Credit Card,NOR-20250223,type=normal; cycle=adhoc
2025-01-31,Snowflake,241110.99,Sales,,Bank Transfer,HSP-20250008,type=high_spend; variance_band=v2
2025-01-24,Meta Ads,151752.97,Infrastructure,,Credit Card,HSP-20250170,type=high_spend; variance_band=v3
2025-01-14,Salesforce,61315.56,,,Credit Card,HSP-20250185,type=high_spend; variance_band=v3
2025-01-26,Freshworks,24134.98,Product,,Credit Card,NOR-20251272,type=normal; cycle=quarterly
2025-01-24,Ola Corporate,24097.02,Marketing,Software,Credit Card,NOR-20250698,type=normal; cycle=adhoc
2025-01-22,Employee Reimbursement - Meera Singh,10356.57,,,Reimbursement,REB-20250086,type=reimbursement; claimant=Meera Singh
2025-01-19,Datadog,17817.57,Design,Software,Bank Transfer,NOR-20250443,type=normal; cycle=monthly
2025-01-22,Freshworks,14674.33,Design,Other,Bank Transfer,NOR-20251210,type=normal; cycle=adhoc
2025-01-25,Dropbox Business,17267.22,Infrastructure,Equipment,UPI,NOR-20250537,type=normal; cycle=monthly
2025-01-30,IndiaMART,12587.81,Marketing,Software,UPI,NOR-20250688,type=normal; cycle=quarterly
2025-01-05,Ola Corporate,20166.97,Design,Office,UPI,NOR-20251246,type=normal; cycle=quarterly
2025-01-07,AWS Enterprise Support,86832.53,,,Bank Transfer,HSP-20250052,type=high_spend; variance_band=v1
2025-01-01,Spectrum Tech,24486.27,Engineering,Office,Bank Transfer,DUP-20250005,type=duplicate; pair=005; copy=1
2025-01-29,Google Workspace,2651.13,HR & Admin,Other,Bank Transfer,NOR-20251109,type=normal; cycle=monthly
2025-01-08,Postman,23985.61,Engineering,,Credit Card,NOR-20250064,type=normal; cycle=adhoc
2025-01-16,HubSpot Enterprise,247060.51,Sales,Software,Credit Card,HSP-20250163,type=high_spend; variance_band=v1
2025-01-17,HDFC Bank Charges,21552.25,Product,,UPI,NOR-20251352,type=normal; cycle=adhoc
2025-01-22,Dropbox Business,1101.21,Marketing,Marketing,Credit Card,NOR-20250107,type=normal; cycle=quarterly
2025-01-08,Uber for Business,12262.97,HR & Admin,,UPI,NOR-20251090,type=normal; cycle=adhoc
2025-01-23,Urban Company,6062.84,Design,Office,Credit Card,NOR-20250882,type=normal; cycle=monthly
2025-01-21,Zomato Business,3241.95,,,UPI,NOR-20251351,type=normal; cycle=monthly
2025-01-19,Atlassian,21698.65,Engineering,Vendors,Bank Transfer,NOR-20250377,type=normal; cycle=quarterly
2025-01-21,AWS Enterprise Support,44115.02,Marketing,Equipment,Bank Transfer,HSP-20250048,type=high_spend; variance_band=v1
2025-01-12,Cloudflare,24664.19,Product,Software,Credit Card,NOR-20251425,type=normal; cycle=adhoc
2025-01-20,Slack Technologies,11153.18,Operations,Vendors,UPI,NOR-20250459,type=normal; cycle=quarterly
2025-01-14,Jio Fiber,18065.84,Product,Equipment,UPI,NOR-20250090,type=normal; cycle=adhoc
2025-01-17,Microsoft 365,24672.85,,Office,Credit Card,NOR-20250909,type=normal; cycle=adhoc
2025-01-16,Zoom Communications,1762.85,,,Bank Transfer,NOR-20250787,type=normal; cycle=quarterly
2025-01-22,Slack Technologies,12205.16,Engineering,Vendors,Credit Card,NOR-20250783,type=normal; cycle=adhoc
2025-01-11,Figma,22007.74,Sales,Software,Bank Transfer,NOR-20250038,type=normal; cycle=adhoc
2025-01-20,Employee Reimbursement - Karan Gupta,9694.83,Operations,,Reimbursement,REB-20250015,type=reimbursement; claimant=Karan Gupta
2025-01-23,Postman,20706.74,Product,Marketing,Bank Transfer,NOR-20251379,type=normal; cycle=adhoc
2025-01-27,ICICI Bank Charges,28300.89,Engineering,Software,UPI,NOR-20251248,type=normal; cycle=monthly
2025-01-27,Figma,4037.45,Marketing,,UPI,NOR-20250571,type=normal; cycle=quarterly
2025-01-23,Ola Corporate,16877.70,Operations,Vendors,Bank Transfer,NOR-20250122,type=normal; cycle=adhoc
2025-01-17,Employee Reimbursement - Karan Gupta,2373.40,Operations,Office,Reimbursement,REB-20250046,type=reimbursement; claimant=Karan Gupta
2025-01-07,Miro,13308.91,Engineering,,Bank Transfer,NOR-20250615,type=normal; cycle=monthly
2025-01-10,Oracle Cloud,243037.53,Engineering,Software,Bank Transfer,HSP-20250223,type=high_spend; variance_band=v2
2025-01-10,IndiaMART,17253.53,Marketing,Marketing,Credit Card,NOR-20251204,type=normal; cycle=quarterly
2025-01-04,GitHub Enterprise,3616.90,,,Bank Transfer,NOR-20250569,type=normal; cycle=quarterly
2025-01-01,Helix Rare Vendor 046,54622.84,Marketing,Other,UPI,RVR-20250045,type=rare_vendor; first_seen=true
2025-01-24,Vertex Analytics,15409.30,Engineering,,Bank Transfer,DUP-20250036,type=duplicate; pair=036; copy=2
2025-01-31,HubSpot Enterprise,187984.79,Engineering,Equipment,Credit Card,HSP-20250134,type=high_spend; variance_band=v2
2025-01-28,Nova Rare Vendor 009,48967.26,Sales,,UPI,RVR-20250008,type=rare_vendor; first_seen=true
2025-01-22,Miro,2051.96,Marketing,,UPI,NOR-20250233,type=normal; cycle=monthly
2025-01-07,GitHub Enterprise,29805.65,HR & Admin,Software,Bank Transfer,NOR-20250929,type=normal; cycle=monthly
2025-01-12,Salesforce,21589.40,Engineering,,Credit Card,HSP-20250229,type=high_spend; variance_band=v2
2025-01-06,IndiaMART,14520.49,Marketing,Travel,Credit Card,NOR-20250901,type=normal; cycle=monthly
2025-01-06,BluePeak Systems,37835.01,Engineering,Office,Credit Card,DUP-20250066,type=duplicate; pair=066; copy=1
2025-01-14,Freshworks,28894.76,HR & Admin,Software,Credit Card,NOR-20250073,type=normal; cycle=adhoc
2025-01-24,Vendor ABC Pvt Ltd,67988.60,Sales,Office,Credit Card,DUP-20250057,type=duplicate; pair=057; copy=1
2025-01-25,Airtel Broadband,3631.00,HR & Admin,Equipment,Credit Card,NOR-20250762,type=normal; cycle=quarterly
2025-01-19,Uber for Business,2514.44,Product,Vendors,Bank Transfer,NOR-20250251,type=normal; cycle=quarterly
2025-01-07,RapidOps Vendor,50926.37,Product,Office,Credit Card,DUP-20250027,type=duplicate; pair=027; copy=2
2025-01-29,Notion Labs,23836.04,Design,,Credit Card,NOR-20251132,type=normal; cycle=monthly
2025-01-07,Echo Rare Vendor 019,34225.39,Product,Software,Credit Card,RVR-20250018,type=rare_vendor; first_seen=true
2025-01-01,AWS Enterprise Support,184418.58,Infrastructure,Software,Bank Transfer,HSP-20250133,type=high_spend; variance_band=v1
2025-01-01,Figma,20266.95,Marketing,,Credit Card,NOR-20251066,type=normal; cycle=adhoc
2025-01-11,AWS Cloud Services,9901.20,Sales,,UPI,NOR-20250280,type=normal; cycle=adhoc
2025-01-27,GCP BigQuery,135546.94,Marketing,,Credit Card,HSP-20250175,type=high_spend; variance_band=v3
2025-01-29,Salesforce,57221.89,Engineering,,Bank Transfer,HSP-20250231,type=high_spend; variance_band=v2
2025-01-03,IndiaMART,21057.90,Engineering,Marketing,Bank Transfer,NOR-20250572,type=normal; cycle=monthly
2025-01-29,Canva Teams,28848.50,HR & Admin,Vendors,Credit Card,NOR-20250995,type=normal; cycle=monthly
2025-01-22,Slack Technologies,19720.34,HR & Admin,,Bank Transfer,NOR-20251273,type=normal; cycle=quarterly
2025-01-08,LinkedIn Recruiter,6390.16,Operations,,Bank Transfer,NOR-20250841,type=normal; cycle=monthly
2025-01-11,Uber for Business,24137.21,Product,Software,Bank Transfer,NOR-20250709,type=normal; cycle=quarterly
2025-01-13,Freshworks,1257.51,HR & Admin,Equipment,UPI,NOR-20250110,type=normal; cycle=quarterly
2025-01-06,Azure Compute,111056.99,Engineering,Equipment,Credit Card,HSP-20250065,type=high_spend; variance_band=v3
2025-01-21,Employee Reimbursement - Sahil Verma,23131.19,Sales,,Reimbursement,REB-20250098,type=reimbursement; claimant=Sahil Verma
2025-01-04,Zomato Business,6942.40,Sales,,UPI,NOR-20251108,type=normal; cycle=quarterly
2025-01-09,IndiaMART,19460.84,Design,,Bank Transfer,NOR-20250653,type=normal; cycle=quarterly
2025-01-24,Urban Company,15928.66,HR & Admin,Marketing,Bank Transfer,NOR-20250547,type=normal; cycle=monthly
2025-01-04,Summit Rare Vendor 003,42253.58,Sales,Other,Credit Card,RVR-20250002,type=rare_vendor; first_seen=true
2025-01-04,Figma,16073.10,Design,Travel,Credit Card,NOR-20251438,type=normal; cycle=monthly
2025-01-13,Miro,10195.40,HR & Admin,Vendors,UPI,NOR-20251338,type=normal; cycle=monthly
2025-01-31,Notion Labs,10428.55,Infrastructure,Marketing,Credit Card,NOR-20250599,type=normal; cycle=adhoc
2025-01-11,Meta Ads,102854.48,,Vendors,Bank Transfer,HSP-20250071,type=high_spend; variance_band=v3
2025-01-24,Postman,23988.09,Sales,Office,Bank Transfer,NOR-20250751,type=normal; cycle=adhoc
2025-01-14,Employee Reimbursement - Sahil Verma,17063.88,HR & Admin,,Reimbursement,REB-20250075,type=reimbursement; claimant=Sahil Verma
2025-01-07,Northstar Consulting,5440.25,HR & Admin,,Bank Transfer,DUP-20250070,type=duplicate; pair=070; copy=2
